anime_index,answer,task_time,ReplayTimes,error,count
14_1_3_2,2,6.629645,0,0
13_3_4_3,3,5.308728,0,0
15_3_4_6,2,5.247821,0,0
22_2_1_2,4,5.154922,0,0
4_2_1_5,2,7.329552,0,0
29_3_5_7,4,6.753409,0,0
15_2_5_6,6,6.08428,0,0
15_3_2_3,3,5.310045,0,0
20_4_5_4,4,5.188932,0,0
19_1_1_4,4,11.74237,1,0
7_1_3_1,1,5.195341,0,0
21_1_1_5,5,8.614542,0,0
6_1_1_4,1,5.202085,0,0
17_4_4_5,6,7.499027,0,0
14_3_1_3,3,5.412307,0,0
29_4_2_6,6,12.2369,1,0
12_1_1_1,1,5.275347,0,0
27_3_4_6,6,5.695737,0,0
17_3_3_7,7,5.528138,0,0
18_3_5_5,5,5.889286,0,0
16_3_4_3,5,5.939285,0,0
4_2_4_1,1,5.370649,0,0
14_3_1_1,1,5.111266,0,0
13_2_4_1,1,5.178758,0,0
5_3_5_6,2,5.323686,0,0
22_1_3_2,2,5.195252,0,0
25_3_4_2,6,15.12433,1,0
29_3_3_7,7,11.05262,1,0
15_2_1_1,1,5.134362,0,0
10_3_4_5,5,5.644682,0,0
5_3_4_3,2,6.018742,0,0
16_2_5_6,5,8.550432,1,0
3_2_3_5,5,5.242662,0,0
20_3_3_5,1,9.405519,1,0
6_2_5_6,6,5.615854,0,0
4_2_1_7,7,5.844723,0,0
8_4_1_5,7,5.327044,0,0
1_1_2_6,6,9.412354,0,0
5_4_3_4,1,10.71006,1,0
17_2_2_7,7,5.230927,0,0
10_4_5_1,1,5.514665,0,0
13_3_2_4,4,5.166364,0,0
1_4_3_1,5,12.06694,1,0
13_4_5_5,6,5.972655,0,0
28_4_2_1,7,5.414517,0,0
26_4_3_4,2,6.271886,0,0
24_4_3_3,2,5.497746,0,0
2_2_4_3,3,7.453171,0,0
8_3_2_1,1,6.768803,0,0
14_2_5_3,3,8.110109,1,0
10_2_5_1,1,5.527987,0,0
23_1_1_3,5,9.126535,1,0
12_4_5_2,7,5.699577,0,0
16_3_4_2,4,5.468998,0,0
15_1_5_1,1,5.230752,0,0
4_2_2_1,1,5.191631,0,0
24_1_4_2,2,6.164641,0,0
23_2_5_2,7,10.56551,1,0
2_2_4_5,4,5.352556,0,0
29_3_5_4,1,5.433603,0,0
18_3_4_7,1,6.980631,0,0
1_4_4_5,5,5.82213,0,0
29_4_3_5,6,10.37911,1,0
19_4_4_4,4,5.365493,0,0
14_4_5_6,6,5.471672,0,0
17_4_1_5,2,5.299178,0,0
2_3_2_5,5,6.436149,0,0
29_4_5_7,7,5.282667,0,0
2_2_5_3,5,8.894445,1,0
17_4_4_2,6,8.425142,1,0
23_4_2_2,5,6.35473,0,0
29_1_5_7,7,5.417991,0,0
8_3_3_7,7,6.206586,0,0
17_3_4_3,6,5.365438,0,0
10_2_2_7,7,6.398363,0,0
3_1_3_2,2,5.075578,0,0
3_3_3_4,4,5.392746,0,0
7_2_2_3,3,8.894709,1,0
23_4_1_3,1,9.305532,1,0
5_4_1_1,1,5.152348,0,0
1_1_2_3,3,8.212466,1,0
2_4_5_5,7,9.678295,1,0
26_1_1_6,2,7.589205,0,0
21_1_4_2,1,7.261039,0,0
20_4_2_3,3,5.161076,0,0
11_2_4_6,2,5.284615,0,0
12_2_5_1,4,5.801865,0,0
4_1_3_6,5,10.38224,1,0
25_2_2_1,1,5.79621,0,0
23_2_1_6,2,9.622812,1,0
26_1_1_7,7,5.293853,0,0
18_1_2_7,2,5.635381,0,0
27_2_5_3,3,5.189407,0,0
14_2_2_4,7,6.102566,0,0
20_2_3_5,1,8.504332,0,0
19_4_4_7,7,5.433364,0,0
19_4_1_7,7,5.415959,0,0
1_1_2_5,1,5.75898,0,0
18_3_5_2,1,5.385066,0,0
1_2_2_5,5,6.722072,1,0
13_3_4_5,6,6.053287,0,0
12_1_5_2,5,11.23562,1,0
22_3_3_1,1,5.85463,0,0
5_2_5_5,5,12.39713,2,0
25_4_1_2,2,5.430686,0,0
2_2_5_2,1,8.954083,1,0
3_3_4_4,4,5.587581,0,0
6_1_1_6,3,9.170161,1,0
27_4_4_7,4,7.575117,0,0
12_1_4_3,3,5.46968,0,0
26_2_5_6,2,10.91096,1,0
23_2_3_1,1,5.396696,0,0
6_2_1_7,4,7.860673,0,0
15_3_3_6,6,5.78409,0,0
2_4_3_5,7,12.3657,1,0
4_4_4_1,1,5.438566,0,0
8_4_4_1,7,11.88425,1,0
17_3_1_2,1,5.742259,0,0
9_3_3_6,5,10.67442,1,0
26_2_5_5,5,7.231099,1,0
25_4_4_4,4,5.802241,0,0
13_1_5_3,3,5.249996,0,0
18_3_1_1,1,5.089967,0,0
29_2_3_6,2,10.751,1,0
19_4_5_2,2,5.381038,0,0
14_4_2_5,5,10.84536,1,0
11_4_5_4,4,6.054484,0,0
