anime_index,answer,task_time,ReplayTimes,error,count
1_4_3_4,4,5.230832,0,0
28_2_1_6,6,10.45346,0,0
3_1_5_1,1,5.193368,0,0
14_2_3_7,7,6.587556,0,0
24_3_2_1,1,9.048326,1,0
7_4_3_6,2,5.103896,0,0
28_2_4_4,2,10.79243,1,0
12_1_4_1,1,5.21157,0,0
11_1_1_1,1,6.27041,0,0
24_1_5_4,7,13.19315,1,0
6_4_4_4,4,5.393563,0,0
14_3_3_7,2,5.336636,0,0
21_1_4_3,6,14.87365,1,0
1_2_4_3,3,10.47039,1,0
19_2_4_2,1,6.072316,0,0
1_1_4_4,3,21.5017,2,0
8_3_2_6,7,6.302122,0,0
27_1_4_2,2,5.13871,0,0
18_2_2_7,7,11.34455,1,0
14_4_5_3,2,5.277217,0,0
26_1_5_2,2,17.35533,1,0
27_4_4_3,3,5.395693,0,0
19_3_2_3,5,10.24477,1,0
18_4_1_1,1,5.211318,0,0
23_1_5_3,3,14.11215,2,0
2_2_4_7,2,5.092059,0,0
2_3_1_7,7,5.476477,0,0
28_2_1_1,2,5.422644,0,0
14_4_4_3,6,12.84083,1,0
29_4_3_4,4,7.790059,1,0
17_3_5_5,4,16.90516,2,0
13_3_5_7,7,10.87324,1,0
5_4_5_2,2,5.495363,0,0
7_4_4_5,5,12.44619,0,0
6_4_3_5,6,5.176023,0,0
20_2_4_7,2,8.986489,1,0
17_2_5_5,5,10.10972,0,0
26_4_2_2,2,5.489928,0,0
17_2_4_6,2,10.6872,1,0
16_1_4_2,2,13.22126,2,0
25_1_1_3,5,5.376526,0,0
29_1_4_2,2,19.72909,2,0
21_2_1_1,1,14.70685,1,0
13_2_4_6,6,6.415418,0,0
14_3_5_3,6,5.434406,0,0
14_2_2_7,6,8.403152,1,0
27_3_4_7,2,5.314717,0,0
6_1_3_5,5,5.225305,0,0
18_4_4_3,3,10.53561,1,0
5_2_4_1,1,5.390125,0,0
6_2_5_2,4,15.84555,2,0
18_4_4_7,2,5.21428,0,0
24_1_4_6,6,28.03816,4,0
28_3_2_6,5,11.7854,1,0
10_4_3_1,1,5.317305,0,0
25_2_3_6,5,5.782719,0,0
14_2_1_2,2,5.191264,0,0
13_4_4_5,5,9.185856,1,0
21_1_2_4,1,6.815046,1,0
2_1_2_4,4,37.7039,10,0
7_1_3_6,6,5.099699,0,0
16_4_1_6,2,5.631546,0,0
14_2_5_1,1,5.726928,0,0
20_1_5_6,6,10.82317,1,0
5_1_4_2,2,5.623472,0,0
11_2_3_6,3,24.84783,2,0
8_1_5_3,5,17.27563,3,0
9_4_2_1,1,5.336382,0,0
4_3_3_3,3,11.42273,2,0
2_3_2_2,7,5.189293,0,0
26_1_1_2,7,5.372764,0,0
29_3_3_3,3,6.735474,1,0
28_1_1_5,5,10.57461,1,0
14_2_4_6,6,5.575109,0,0
8_1_5_4,2,20.49633,3,0
5_2_5_4,4,5.678525,0,0
17_2_5_2,2,6.099678,0,0
12_2_5_5,7,11.41803,1,0
6_1_3_3,6,6.65439,0,0
21_1_3_1,2,5.757892,0,0
8_2_4_4,7,12.06572,1,0
2_2_1_4,4,7.040109,0,0
22_3_1_4,1,12.35535,1,0
18_2_4_3,3,5.203975,0,0
9_4_1_4,4,5.111149,0,0
29_4_5_5,5,15.68918,2,0
29_3_5_3,3,9.904395,1,0
24_1_2_6,5,10.53787,1,0
14_3_1_7,5,14.83417,1,0
2_4_1_6,5,6.217837,0,0
6_2_5_5,6,11.5957,1,0
12_3_1_7,2,5.277038,0,0
24_3_1_6,5,5.657233,0,0
8_2_4_6,7,6.330011,0,0
20_4_4_4,1,5.553288,0,0
21_2_2_7,7,5.540656,0,0
18_3_3_5,5,10.94408,1,0
14_4_4_4,4,6.999895,0,0
27_3_5_4,4,8.654795,0,0
18_4_3_6,6,7.110733,0,0
8_4_4_7,2,20.3851,3,0
9_4_1_2,2,5.477032,0,0
23_2_2_4,4,9.450884,1,0
25_2_1_1,1,6.25649,0,0
14_4_4_2,7,16.94278,2,0
1_4_5_5,2,14.48026,1,0
12_2_2_6,2,19.09433,1,0
17_1_5_6,3,13.13234,1,0
11_2_2_2,2,6.126457,0,0
1_4_1_1,1,5.345364,0,0
9_3_4_2,2,7.120941,0,0
8_4_3_3,7,5.763343,0,0
11_4_3_3,3,5.103322,0,0
10_4_3_2,2,10.6586,1,0
