anime_index,answer,task_time,ReplayTimes,error,count
14_1_4_5,6,1099.844,0,0
24_3_3_3,3,6.721674,0,0
28_3_4_5,1,5.335128,0,0
5_2_5_3,3,5.929556,0,0
13_1_5_5,6,5.510785,0,0
22_4_2_1,1,5.293765,0,0
12_2_1_4,5,6.233644,0,0
26_1_4_4,1,46.38718,1,0
16_2_4_1,1,5.346019,0,0
25_4_2_3,3,5.096535,0,0
10_3_1_2,2,5.70612,0,0
29_1_3_7,4,5.447992,0,0
28_2_4_2,2,5.175738,0,0
6_2_5_1,1,5.298985,0,0
24_4_1_2,2,5.490893,0,0
1_4_2_4,4,5.426421,0,0
17_1_5_1,6,5.089237,0,0
22_3_3_5,5,5.141367,0,0
15_1_2_6,2,5.344512,0,0
18_2_3_5,4,5.424054,0,0
23_2_5_7,2,6.018125,0,0
24_2_3_6,3,5.272958,0,0
4_2_3_2,2,6.646617,0,0
21_3_5_1,1,5.174965,0,0
24_3_4_7,4,6.602768,0,0
25_4_4_7,1,5.755604,0,0
24_1_4_4,4,5.285027,0,0
12_4_5_5,3,6.394964,0,0
21_4_2_5,5,5.600821,0,0
25_4_2_1,1,5.285109,0,0
10_3_4_2,6,8.157158,0,0
20_4_5_1,1,7.077881,0,0
15_4_4_6,4,5.64249,0,0
22_3_5_1,1,5.178598,0,0
28_1_4_4,1,6.530346,0,0
25_1_2_5,6,7.926602,0,1
3_2_1_4,4,6.591456,0,0
25_4_3_7,2,5.410049,0,0
10_3_5_7,2,5.292363,0,0
21_4_5_7,1,5.490541,0,0
29_1_5_1,2,8.639144,0,0
24_4_5_5,3,5.23921,0,0
19_1_1_7,1,5.6573,0,0
5_3_4_4,4,5.194999,0,0
13_4_1_2,2,5.256423,0,0
29_3_4_5,5,5.223347,0,0
25_3_1_7,4,5.298769,0,0
3_2_4_5,6,5.865124,0,0
14_1_4_7,2,5.122823,0,0
15_3_1_7,3,5.043271,0,0
23_1_1_5,5,6.256014,0,0
26_3_2_6,4,5.132429,0,0
23_3_5_4,4,6.750767,0,0
22_4_4_3,3,8.070244,0,0
27_4_2_1,1,5.166326,0,0
26_2_1_6,2,5.790521,0,0
8_4_4_6,1,17.28946,2,0
9_1_2_3,5,5.186199,0,0
11_3_3_5,6,5.82076,0,0
23_4_5_2,4,5.067168,0,0
20_2_5_2,4,6.988157,0,0
2_3_1_3,6,5.214456,0,0
29_1_1_2,2,5.376054,0,0
