anime_index,answer,task_time,ReplayTimes,error,count
14_1_3_2,2,502.9888,2,0
13_3_4_3,3,5.448845,0,0
15_3_4_6,2,5.63838,0,0
22_2_1_2,2,5.533021,0,0
4_2_1_5,5,7.305418,0,0
29_3_5_7,4,19.19295,2,0
15_2_5_6,2,6.311895,0,0
15_3_2_3,3,7.847372,0,0
20_4_5_4,4,5.224859,0,0
19_1_1_4,4,5.257253,0,0
7_1_3_1,1,5.194748,0,0
21_1_1_5,5,5.535946,0,0
6_1_1_4,1,5.364625,0,0
17_4_4_5,6,5.414423,0,0
14_3_1_3,3,5.191052,0,0
29_4_2_6,2,6.135793,0,0
12_1_1_1,1,5.248208,0,0
27_3_4_6,6,5.362757,0,0
17_3_3_7,4,5.478526,0,0
18_3_5_5,4,5.698918,0,0
16_3_4_3,3,9.904744,1,0
4_2_4_1,1,5.32289,0,0
14_3_1_1,1,5.379066,0,0
13_2_4_1,1,5.247997,0,0
5_3_5_6,2,5.61104,0,0
22_1_3_2,2,5.119561,0,0
25_3_4_2,2,5.194193,0,0
29_3_3_7,4,13.85591,1,0
15_2_1_1,1,5.264188,0,0
10_3_4_5,6,5.2586,0,0
5_3_4_3,2,6.022456,0,0
16_2_5_6,6,5.381386,0,0
3_2_3_5,6,5.186324,0,0
20_3_3_5,4,12.40061,2,0
6_2_5_6,6,5.293749,0,0
4_2_1_7,4,5.136821,0,0
8_4_1_5,4,7.016948,0,0
1_1_2_6,1,5.226092,0,0
5_4_3_4,4,5.412145,0,0
17_2_2_7,4,5.144183,0,0
10_4_5_1,1,5.240958,0,0
13_3_2_4,4,5.208562,0,0
1_4_3_1,1,5.291378,0,0
13_4_5_5,6,5.02354,0,0
28_4_2_1,4,5.410007,0,0
26_4_3_4,7,5.173378,0,0
24_4_3_3,3,6.912364,0,0
2_2_4_3,3,5.780833,0,0
8_3_2_1,1,10.12911,2,0
14_2_5_3,3,5.364415,0,0
10_2_5_1,1,13.28425,1,0
23_1_1_3,3,5.038233,0,0
12_4_5_2,4,5.495215,0,0
16_3_4_2,6,5.261149,0,0
15_1_5_1,1,5.381228,0,0
4_2_2_1,1,5.061698,0,0
24_1_4_2,2,5.481852,0,0
23_2_5_2,7,14.00511,2,0
2_2_4_5,4,5.280505,0,0
29_3_5_4,4,5.196601,0,0
18_3_4_7,6,5.515597,0,0
1_4_4_5,6,5.51544,0,0
29_4_3_5,6,5.362816,0,0
19_4_4_4,4,5.222531,0,0
14_4_5_6,6,5.060625,0,0
17_4_1_5,1,7.628078,0,0
2_3_2_5,6,5.139791,0,0
29_4_5_7,7,9.863594,1,0
2_2_5_3,5,5.334135,0,0
17_4_4_2,2,6.971388,0,0
23_4_2_2,6,5.158762,0,0
29_1_5_7,4,5.493549,0,0
8_3_3_7,4,8.223089,0,0
17_3_4_3,6,5.224971,0,0
10_2_2_7,4,5.904933,0,0
3_1_3_2,2,5.188945,0,0
3_3_3_4,4,6.102729,0,0
7_2_2_3,4,5.526257,0,0
23_4_1_3,7,8.881655,1,0
5_4_1_1,1,5.133253,0,0
1_1_2_3,4,5.750834,0,0
2_4_5_5,3,6.646441,0,0
26_1_1_6,6,10.13361,0,0
21_1_4_2,4,5.424646,0,0
20_4_2_3,3,5.321713,0,0
11_2_4_6,2,5.148158,0,0
12_2_5_1,4,5.102176,0,0
4_1_3_6,4,5.137177,0,0
25_2_2_1,2,5.133591,0,0
23_2_1_6,2,5.342957,0,0
26_1_1_7,1,5.565341,0,0
18_1_2_7,1,5.724139,0,0
27_2_5_3,3,5.583253,0,0
14_2_2_4,4,5.261598,0,0
20_2_3_5,4,5.596588,0,0
19_4_4_7,4,5.416954,0,0
19_4_1_7,7,11.96713,1,0
1_1_2_5,4,5.447007,0,0
18_3_5_2,4,6.110103,0,0
1_2_2_5,6,6.267919,0,0
13_3_4_5,6,5.242822,0,0
12_1_5_2,4,6.408097,0,0
22_3_3_1,1,5.049097,0,0
5_2_5_5,6,5.627123,0,0
25_4_1_2,2,5.503461,0,0
2_2_5_2,2,5.210186,0,0
3_3_4_4,1,6.740938,0,0
6_1_1_6,3,5.244362,0,0
27_4_4_7,4,5.269977,0,0
12_1_4_3,1,5.39666,0,0
26_2_5_6,6,6.089531,0,0
23_2_3_1,1,5.379374,0,0
6_2_1_7,4,5.138702,0,0
15_3_3_6,6,5.428932,0,0
2_4_3_5,7,5.309824,0,0
4_4_4_1,1,5.340873,0,0
8_4_4_1,1,5.413283,0,0
17_3_1_2,6,5.049943,0,0
9_3_3_6,5,7.042841,0,0
26_2_5_5,6,7.193688,0,0
25_4_4_4,4,5.298699,0,0
13_1_5_3,3,5.407592,0,0
18_3_1_1,1,5.537685,0,0
29_2_3_6,2,5.360224,0,0
19_4_5_2,2,5.358377,0,0
14_4_2_5,6,6.660708,0,0
11_4_5_4,4,5.816667,0,0
3_2_1_6,2,5.369393,0,0
19_4_3_7,1,5.315446,0,0
25_3_4_5,6,5.112006,0,0
22_1_1_2,2,5.229656,0,0
9_1_1_2,6,5.204007,0,0
7_2_2_2,6,5.329494,0,0
20_3_3_7,7,7.223526,0,0
17_2_2_6,4,5.243171,0,0
6_1_2_6,2,6.409,0,0
26_2_5_2,2,5.155056,0,0
4_2_5_6,2,5.298656,0,0
8_3_5_1,1,5.309762,0,0
16_4_1_5,3,10.05437,1,0
8_4_3_7,4,8.249158,1,0
17_2_3_6,4,5.223938,0,0
26_3_1_7,4,5.185564,0,0
24_2_1_7,4,5.300164,0,0
13_4_1_7,6,5.264289,0,0
15_3_2_6,7,11.03595,1,0
13_3_3_7,3,5.645735,0,0
16_1_2_7,1,5.074354,0,0
22_4_4_1,1,5.092635,0,0
22_4_3_3,4,6.010908,0,0
6_1_5_2,2,5.634877,0,0
28_2_5_3,6,5.275979,0,0
11_1_5_5,6,5.560374,0,0
23_3_2_4,1,5.08776,0,0
23_1_2_3,6,5.296133,0,0
16_1_3_1,1,5.190185,0,0
25_3_5_1,1,5.372733,0,0
1_4_4_7,5,5.429434,0,0
23_2_4_6,2,5.512923,0,0
25_3_2_1,1,5.493102,0,0
11_2_2_5,3,5.362625,0,0
2_4_1_3,6,5.349831,0,0
3_3_3_3,3,5.112105,0,0
27_1_4_1,1,5.13903,0,0
8_1_5_6,2,5.343536,0,0
2_4_3_2,2,5.140896,0,0
17_2_5_3,3,5.137387,0,0
8_1_5_2,4,5.360738,0,0
16_4_3_2,6,7.400372,0,0
26_1_1_5,6,5.172032,0,0
10_1_5_7,4,5.348186,0,0
7_3_3_3,2,5.43172,0,0
10_1_5_2,2,5.629504,0,0
2_2_1_1,1,5.125992,0,0
1_1_5_1,1,5.285943,0,0
13_4_4_6,6,5.091677,0,0
3_1_4_5,7,5.762341,0,0
16_3_4_6,1,5.569396,0,0
7_1_3_2,4,5.212576,0,0
12_1_3_3,1,7.266192,0,0
2_4_5_1,1,5.339317,0,0
12_1_4_4,5,5.801169,0,0
9_1_4_7,4,5.221176,0,0
11_3_1_1,1,5.659769,0,0
17_4_3_1,1,5.091433,0,0
10_3_1_6,6,5.123516,0,0
11_4_2_4,4,5.179735,0,0
29_4_2_5,6,5.120099,0,0
2_3_4_3,3,6.278929,1,0
17_1_3_2,4,5.284238,0,0
5_4_4_2,1,5.444921,0,0
14_1_5_5,1,5.60506,0,0
12_1_1_2,4,5.941075,0,0
7_3_2_2,2,5.10535,0,0
22_1_4_2,6,5.305599,0,0
4_3_4_1,1,5.762404,0,0
18_1_1_4,4,5.565288,0,0
24_1_1_7,4,5.595675,0,0
27_1_5_3,6,5.125737,0,0
15_1_4_4,4,5.241674,0,0
27_3_4_5,4,5.031259,0,0
13_1_2_3,4,6.08469,0,0
20_4_1_7,1,5.510314,0,0
1_3_5_1,1,5.170875,0,0
7_3_4_2,2,5.258522,0,0
17_4_3_7,4,5.276477,0,0
26_1_3_1,1,5.211923,0,0
24_1_4_5,5,5.195291,0,0
16_1_1_6,6,5.407368,0,0
8_2_2_6,5,8.649667,0,0
15_4_2_4,4,5.203528,0,0
14_1_1_4,4,5.092716,0,0
24_1_1_4,2,5.490334,0,0
6_4_4_3,4,5.320197,0,0
7_2_3_5,6,5.207304,0,0
20_4_5_7,4,5.60002,0,0
2_1_5_4,4,5.394395,0,0
27_2_5_1,1,5.052615,0,0
22_2_2_7,4,5.178401,0,0
24_4_1_4,6,5.206335,0,0
16_4_1_3,3,5.10376,0,0
27_3_3_4,2,5.295084,0,0
19_2_2_5,5,5.171607,0,0
